machine, rep, sz, n_threads, Basic_DAXPY, Basic_DAXPY_ATOMIC, Basic_IF_QUAD, Basic_INDEXLIST, Basic_INDEXLIST_3LOOP, Basic_INIT3, Basic_INIT_VIEW1D, Basic_INIT_VIEW1D_OFFSET, Basic_MAT_MAT_SHARED, Basic_MULADDSUB, Basic_NESTED_INIT, Basic_PI_ATOMIC, Basic_PI_REDUCE, Basic_REDUCE3_INT, Basic_REDUCE_STRUCT, Basic_TRAP_INT, Lcals_DIFF_PREDICT, Lcals_EOS, Lcals_FIRST_DIFF, Lcals_FIRST_MIN, Lcals_FIRST_SUM, Lcals_GEN_LIN_RECUR, Lcals_HYDRO_1D, Lcals_HYDRO_2D, Lcals_INT_PREDICT, Lcals_PLANCKIAN, Lcals_TRIDIAG_ELIM, Polybench_2MM, Polybench_3MM, Polybench_ADI, Polybench_ATAX, Polybench_FDTD_2D, Polybench_FLOYD_WARSHALL, Polybench_GEMM, Polybench_GEMVER, Polybench_GESUMMV, Polybench_HEAT_3D, Polybench_JACOBI_1D, Polybench_JACOBI_2D, Polybench_MVT, Stream_ADD, Stream_COPY, Stream_DOT, Stream_MUL, Stream_TRIAD, Apps_CONVECTION3DPA, Apps_DEL_DOT_VEC_2D, Apps_DIFFUSION3DPA, Apps_ENERGY, Apps_FIR, Apps_HALOEXCHANGE, Apps_HALOEXCHANGE_FUSED, Apps_LTIMES, Apps_LTIMES_NOVIEW, Apps_MASS3DPA, Apps_NODAL_ACCUMULATION_3D, Apps_PRESSURE, Apps_VOL3D, Algorithm_SCAN, Algorithm_SORT, Algorithm_SORTPAIRS, Algorithm_REDUCE_SUM, Algorithm_MEMSET, Algorithm_MEMCPY
ec2-p3, 0.5, 2.0, 1, 0.014947, 0.015047, 0.011433, 0.002591, 0.006104, 0.025524, 0.024669, 0.024673, 0.006013, 0.017874, 0.012426, 0.104217, 0.001046, 0.001136, 0.007117, 0.001111, 0.055849, 0.020362, 0.042104, 0.004102, 0.042128, 0.046992, 0.029854, 0.020593, 0.043759, 0.002497, 0.040477, 0.006450, 0.009246, 0.035040, 0.028472, 0.032355, 0.254284, 0.006221, 0.006293, 0.029121, 0.017984, 0.067609, 0.090101, 0.026673, 0.029887, 0.037635, 0.055176, 0.037681, 0.029939, , 0.006352, , 0.035405, 0.003540, 0.009449, , 0.011382, 0.011363, , 0.006729, 0.042881, 0.004987, , , , 0.001049, 0.001006, 0.002112
ec2-p4d, 0.5, 0.5, 1, 0.001275, 0.001272, 0.000957, 0.001090, 0.002591, 0.002015, 0.005058, 0.005045, 0.000651, 0.001422, 0.002326, 0.028328, 0.000657, 0.000627, 0.002287, 0.000667, 0.014654, 0.001525, 0.004730, 0.001621, 0.004745, 0.003782, 0.002579, 0.002698, 0.007291, 0.000219, 0.002964, 0.000987, 0.001632, 0.013431, 0.007465, 0.003433, 0.015031, 0.001257, 0.001899, 0.008479, 0.002889, 0.007839, 0.011728, 0.007008, 0.002486, 0.004199, 0.025973, 0.004213, 0.002547, , 0.000696, , 0.003417, 0.000642, 0.011563, , 0.002570, 0.002566, , 0.001263, 0.003765, 0.000728, , , , 0.000690, 0.000215, 0.000248
ec2-p4d, 0.5, 1.0, 1, 0.001849, 0.001821, 0.002888, 0.001339, 0.002062, 0.007071, 0.007055, 0.007040, 0.001722, 0.004942, 0.003267, 0.056196, 0.000850, 0.000831, 0.006042, 0.000863, 0.028689, 0.005273, 0.006550, 0.002351, 0.006555, 0.007771, 0.003805, 0.006742, 0.013486, 0.000822, 0.010601, 0.002135, 0.003245, 0.020431, 0.010646, 0.004909, 0.032237, 0.002401, 0.002873, 0.009533, 0.004807, 0.011148, 0.017206, 0.009735, 0.003836, 0.005801, 0.034504, 0.005823, 0.003825, , 0.002102, , 0.010221, 0.001002, 0.011373, , 0.004803, 0.004800, , 0.002261, 0.012256, 0.001742, , , , 0.000862, 0.000293, 0.000339
ec2-p4d, 0.5, 2.0, 1, 0.007244, 0.003270, 0.005724, 0.001766, 0.003564, 0.016364, 0.010838, 0.010816, 0.004763, 0.011451, 0.004848, 0.111718, 0.001071, 0.001113, 0.016377, 0.001071, 0.056556, 0.012840, 0.023219, 0.003450, 0.023224, 0.022220, 0.019794, 0.012671, 0.025831, 0.001569, 0.025582, 0.004863, 0.006871, 0.033695, 0.014643, 0.021647, 0.140398, 0.004625, 0.003984, 0.034397, 0.009541, 0.023658, 0.043745, 0.013586, 0.019670, 0.019748, 0.045252, 0.019256, 0.019671, , 0.003900, , 0.021474, 0.002127, 0.011635, , 0.009268, 0.009265, , 0.004807, 0.026802, 0.003014, , , , 0.001107, 0.000447, 0.001105
lassen, 0.5, 0.5, 1, 0.003618, 0.004150, 0.003187, 0.001343, 0.002281, 0.007138, 0.008104, 0.008118, 0.000986, 0.005023, 0.003661, 0.030783, 0.001179, 0.000918, 0.002354, 0.001264, 0.015216, 0.006080, 0.011976, 0.001823, 0.011984, 0.011161, 0.009146, 0.005690, 0.011622, 0.000752, 0.011920, 0.002437, 0.003877, 0.018410, 0.012332, 0.009716, 0.036209, 0.002127, 0.001970, 0.015686, 0.004906, 0.014024, 0.022223, 0.008711, 0.009109, 0.010533, 0.041776, 0.010501, 0.009130, , 0.001840, , 0.010178, 0.001273, 0.016814, , 0.003582, 0.003582, , 0.002300, 0.012424, 0.001666, , , , 0.001022, 0.000344, 0.000610
lassen, 0.5, 1.0, 1, 0.008159, 0.008181, 0.006051, 0.002424, 0.003934, 0.013712, 0.015183, 0.015195, 0.002554, 0.009489, 0.006093, 0.060752, 0.001332, 0.001099, 0.004029, 0.001328, 0.029710, 0.010924, 0.023859, 0.002292, 0.023929, 0.023518, 0.016429, 0.010891, 0.022429, 0.001368, 0.021431, 0.005268, 0.007863, 0.026617, 0.029148, 0.017838, 0.100200, 0.003484, 0.004476, 0.020639, 0.010098, 0.037878, 0.050157, 0.020120, 0.016339, 0.021368, 0.053254, 0.021361, 0.016350, , 0.003421, , 0.018832, 0.002084, 0.017407, , 0.006796, 0.006788, , 0.004163, 0.023259, 0.003032, , , , 0.001262, 0.000638, 0.001211
lassen, 0.5, 2.0, 1, 0.015249, 0.015322, 0.011705, 0.003432, 0.006585, 0.026127, 0.026591, 0.026581, 0.007062, 0.018280, 0.013202, 0.120676, 0.001577, 0.001411, 0.007213, 0.001682, 0.058322, 0.020584, 0.043656, 0.003399, 0.043721, 0.048027, 0.030563, 0.020826, 0.044080, 0.002597, 0.040627, 0.011593, 0.016450, 0.039547, 0.042199, 0.033095, 0.261477, 0.007048, 0.006887, 0.031556, 0.018576, 0.070155, 0.092786, 0.027609, 0.030403, 0.038839, 0.072088, 0.039084, 0.030480, , 0.006436, , 0.035870, 0.003701, 0.017543, , 0.013331, 0.013333, , 0.007344, 0.043596, 0.005176, , , , 0.001551, 0.001113, 0.002204
mammoth, 0.5, 0.5, 1, 0.027402, 0.028316, 0.090259, 0.135990, 0.132637, 0.150112, 0.264053, 0.294302, 0.074100, 0.093849, 0.083517, 0.019465, 0.019929, 0.001424, 0.003881, 0.052964, 0.214709, 0.099711, 0.117524, 0.017949, 0.115002, 0.187388, 0.105796, 0.226830, 0.301623, 0.029948, 0.178266, 0.656684, 1.062779, 0.109899, 0.023440, 0.095625, 0.356476, 0.857022, 0.005885, 0.011361, 0.115386, 0.206944, 0.431333, 0.028623, 0.117193, 0.099661, 0.123184, 0.107436, 0.117502, 0.052063, 0.197851, 0.259329, 0.485975, 0.062908, 0.005256, 0.005171, 0.229159, 0.229257, 0.032167, 0.078904, 0.265909, 0.263549, 0.024129, 0.421157, 0.466317, 0.002906, 0.003388, 0.005727
mammoth, 0.5, 1.0, 1, 0.117835, 0.125224, 0.158355, 0.271518, 0.279302, 0.386395, 0.526978, 0.589569, 0.205178, 0.285609, 0.212511, 0.039162, 0.039811, 0.002115, 0.015485, 0.105637, 0.429945, 0.308392, 0.471331, 0.036016, 0.514285, 0.467711, 0.448328, 0.439118, 0.594392, 0.059032, 0.611424, 1.581458, 2.388726, 0.220818, 0.048036, 0.449501, 2.210093, 1.859421, 0.012174, 0.035636, 0.278548, 0.754765, 1.140914, 0.058085, 0.488241, 0.440342, 0.528697, 0.447293, 0.491857, 0.141032, 0.395315, 0.454869, 0.910321, 0.134862, 0.008914, 0.008922, 0.457339, 0.458743, 0.065408, 0.171111, 0.642686, 0.528798, 0.055453, 0.890464, 0.986739, 0.005838, 0.006485, 0.022750
mammoth, 0.5, 2.0, 1, 0.343475, 0.343222, 0.312186, 0.542221, 0.607504, 0.743831, 1.282325, 1.525581, 1.186601, 0.500830, 0.538392, 0.078017, 0.079454, 0.004186, 0.034947, 0.211054, 0.871820, 0.555453, 1.401883, 0.090397, 1.423393, 1.026055, 0.886047, 0.908623, 1.169917, 0.116772, 1.110364, 6.202818, 9.325153, 0.463483, 0.203419, 1.096273, 9.942868, 5.389608, 0.046485, 0.083919, 0.704390, 2.151657, 2.797827, 0.193319, 0.937801, 1.253119, 1.327401, 1.300993, 0.972304, 0.264385, 0.759474, 0.874048, 1.782011, 0.277082, 0.015827, 0.016493, 0.912461, 0.916076, 0.132892, 0.335481, 1.303393, 1.000441, 0.109915, 1.852553, 2.059271, 0.016362, 0.030864, 0.069206
pascal, 0.5, 0.5, 1, 0.006006, 0.006462, 0.004298, 0.001868, 0.002518, 0.009853, 0.010653, 0.010670, 0.001513, 0.006894, 0.005515, 0.032758, 0.001112, 0.000952, 0.002666, 0.001108, 0.020429, 0.008797, 0.017295, 0.002413, 0.017349, 0.016837, 0.012217, 0.008664, 0.016458, 0.001001, 0.016067, 0.007573, 0.012042, 0.032315, 0.011732, 0.013857, 0.049097, 0.009032, 0.002563, 0.023851, 0.010288, 0.027661, 0.038438, 0.009917, 0.012037, 0.015162, 0.039150, 0.015227, 0.011965, , 0.002791, , 0.013796, 0.003052, 0.009493, , 0.006487, 0.006475, , 0.007259, 0.017097, 0.003443, , , , 0.001034, 0.000441, 0.000867
pascal, 0.5, 1.0, 1, 0.011419, 0.012190, 0.008282, 0.002579, 0.004900, 0.019561, 0.019361, 0.019376, 0.004014, 0.013705, 0.010966, 0.064983, 0.001718, 0.001574, 0.004585, 0.001735, 0.039779, 0.017144, 0.031872, 0.004159, 0.031983, 0.035513, 0.023107, 0.016806, 0.032511, 0.001942, 0.030499, 0.015359, 0.024759, 0.048797, 0.027441, 0.025752, 0.131090, 0.016649, 0.006000, 0.052024, 0.020833, 0.051774, 0.069990, 0.019713, 0.022868, 0.028542, 0.058139, 0.028452, 0.022842, , 0.005408, , 0.026547, 0.005767, 0.009786, , 0.011954, 0.011967, , 0.014053, 0.032348, 0.006123, , , , 0.001418, 0.000787, 0.001600
pascal, 0.5, 2.0, 1, 0.022186, 0.023547, 0.015902, 0.004008, 0.008797, 0.037755, 0.036113, 0.036121, 0.011195, 0.026438, 0.016279, 0.127554, 0.002725, 0.002625, 0.008411, 0.002906, 0.076913, 0.032371, 0.061652, 0.007024, 0.061720, 0.071748, 0.044458, 0.032995, 0.064168, 0.003749, 0.059032, 0.037521, 0.057680, 0.064312, 0.039603, 0.049571, 0.352960, 0.036089, 0.008920, 0.076535, 0.032223, 0.099179, 0.134775, 0.028559, 0.044489, 0.055196, 0.103835, 0.055199, 0.044331, , 0.010341, , 0.051746, 0.010791, 0.010457, , 0.022843, 0.023635, , 0.024753, 0.062764, 0.011493, , , , 0.002522, 0.001452, 0.003082
poodle, 0.5, 0.5, 1, 0.075332, 0.075250, 0.104909, 0.127455, 0.033468, 0.168399, 0.170423, 0.170192, 0.062618, 0.118356, 0.079061, 0.008373, 0.008405, 0.001056, 0.006066, 0.021201, 0.253716, 0.128868, 0.268824, 0.033482, 0.269743, 0.252618, 0.194921, 0.217890, 0.338123, 0.018017, 0.257350, 0.703488, 1.126630, 0.102834, 0.022361, 0.160397, 0.794872, 0.963008, 0.006498, 0.014611, 0.132712, 0.422001, 0.578412, 0.021965, 0.187915, 0.231766, 0.234409, 0.231391, 0.187650, 0.044282, 0.135804, 0.128672, 0.393952, 0.072155, 0.007029, 0.006965, 0.198849, 0.198489, 0.028837, 0.075390, 0.267280, 0.207177, 0.016750, 0.397192, 0.438522, 0.002872, 0.006837, 0.013439
poodle, 0.5, 1.0, 1, 0.150655, 0.150474, 0.209951, 0.256957, 0.066893, 0.514150, 0.346066, 0.345447, 0.142842, 0.362068, 0.153633, 0.016740, 0.016784, 0.003309, 0.012301, 0.042020, 0.618117, 0.295942, 0.520490, 0.066967, 0.548899, 0.644409, 0.409170, 0.488717, 0.813703, 0.040234, 0.586361, 1.657370, 2.540027, 0.207083, 0.049210, 0.306359, 2.271550, 2.070263, 0.014970, 0.029446, 0.261975, 0.855975, 1.160691, 0.044506, 0.404191, 0.469968, 0.469833, 0.466778, 0.402603, 0.093519, 0.272001, 0.296045, 0.902313, 0.144369, 0.012894, 0.012806, 0.397713, 0.396916, 0.058001, 0.154419, 0.667946, 0.410536, 0.033906, 0.839658, 0.926257, 0.005859, 0.013866, 0.026874
poodle, 0.5, 2.0, 1, 0.311389, 0.311639, 0.420390, 0.515852, 0.138689, 1.355667, 0.707861, 0.706667, 0.482425, 0.957877, 0.346126, 0.033457, 0.033521, 0.006203, 0.030876, 0.083797, 1.327839, 0.770481, 1.349929, 0.133970, 1.413679, 2.002009, 1.085319, 1.019181, 1.803012, 0.111503, 1.501247, 4.243762, 5.648618, 0.420381, 0.103550, 0.685750, 8.225121, 4.355000, 0.031640, 0.066046, 0.558420, 2.405492, 2.831523, 0.093902, 1.133036, 1.196187, 1.031607, 1.197163, 1.115731, 0.197393, 0.544463, 0.626211, 2.002117, 0.291330, 0.021915, 0.021852, 0.795368, 0.793783, 0.119239, 0.304069, 1.717314, 0.786819, 0.080981, 1.755632, 1.950884, 0.012028, 0.028289, 0.069957
quartz, 0.5, 0.5, 1, 0.084683, 0.084304, 0.227747, 0.118576, 0.137414, 0.236163, 0.360110, 0.407107, 0.126440, 0.165074, 0.173887, 0.018432, 0.019026, 0.001927, 0.006893, 0.050607, 0.340807, 0.145391, 0.343589, 0.030096, 0.342772, 0.371592, 0.227144, 0.291126, 0.376524, 0.039894, 0.281754, 1.017876, 1.643712, 0.106905, 0.037594, 0.182805, 0.968425, 1.349567, 0.009928, 0.014537, 0.218038, 0.554057, 0.747557, 0.036204, 0.224879, 0.297235, 0.230793, 0.306472, 0.224566, 0.046388, 0.236110, 0.163976, 0.509890, 0.116566, 0.010297, 0.010331, 0.363299, 0.363219, 0.039718, 0.119558, 0.316104, 0.359199, 0.024566, 0.374279, 0.431537, 0.003337, 0.010835, 0.016544
quartz, 0.5, 1.0, 1, 0.168789, 0.168170, 0.455315, 0.237211, 0.273942, 0.533966, 0.719829, 0.814738, 0.331779, 0.380730, 0.340269, 0.036372, 0.037152, 0.003892, 0.014012, 0.100205, 0.992502, 0.301969, 0.683305, 0.059934, 0.685740, 0.745278, 0.454519, 0.697588, 1.480689, 0.080292, 0.579296, 2.281203, 3.479683, 0.219075, 0.075486, 0.363170, 2.778848, 2.576610, 0.019855, 0.029982, 0.443868, 1.116955, 1.595167, 0.070901, 0.452312, 0.594786, 0.470287, 0.610385, 0.450721, 0.091775, 0.473414, 0.369797, 1.492120, 0.232224, 0.017523, 0.017674, 0.719657, 0.723871, 0.079046, 0.242807, 0.720047, 0.710679, 0.049219, 0.788342, 0.907276, 0.006662, 0.021765, 0.032973
quartz, 0.5, 2.0, 1, 0.346030, 0.345529, 0.920538, 0.475888, 0.555628, 2.245596, 1.447279, 1.635724, 1.080305, 1.537314, 0.646454, 0.073369, 0.073875, 0.007783, 0.028808, 0.200690, 2.007845, 1.222614, 1.395403, 0.120171, 1.401646, 2.188445, 1.295056, 1.576100, 3.032338, 0.206229, 2.441377, 10.412638, 13.742798, 0.500692, 0.288476, 1.123367, 8.317259, 7.462155, 0.068463, 0.063355, 0.954756, 2.286430, 3.465528, 0.272925, 1.286901, 1.232310, 0.968376, 1.253137, 1.279830, 0.226707, 0.952945, 0.792499, 3.336461, 0.467996, 0.028261, 0.028230, 1.431187, 1.452036, 0.159564, 0.538354, 2.666671, 1.387882, 0.099403, 1.651874, 1.921417, 0.013302, 0.043650, 0.068495
ruby, 0.5, 0.5, 1, 0.074297, 0.074169, 0.081822, 0.094268, 0.133337, 0.191738, 0.187180, 0.194718, 0.106595, 0.133100, 0.076380, 0.006646, 0.007572, 0.001842, 0.007565, 0.016848, 0.220951, 0.149633, 0.298581, 0.025190, 0.298008, 0.291616, 0.222913, 0.238651, 0.367742, 0.122460, 0.297839, 0.646536, 1.032471, 0.077404, 0.024601, 0.166543, 0.851206, 0.856665, 0.006714, 0.017763, 0.138595, 0.488423, 0.596174, 0.032620, 0.222760, 0.262316, 0.290802, 0.267644, 0.222457, 0.032545, 0.173929, 0.111262, 0.440828, 0.106263, 0.009592, 0.009608, 0.214822, 0.213707, 0.027348, 0.068181, 0.313738, 0.249249, 0.025291, 0.336232, 0.344283, 0.003674, 0.007381, 0.021296
ruby, 0.5, 1.0, 1, 0.149303, 0.149015, 0.176501, 0.189016, 0.265504, 0.442435, 0.385102, 0.405252, 0.249042, 0.307949, 0.154435, 0.013353, 0.014158, 0.003787, 0.015013, 0.032821, 0.684867, 0.318956, 0.598233, 0.050334, 0.597638, 0.649355, 0.455949, 0.517851, 0.969328, 0.249573, 0.624174, 3.322462, 5.108207, 0.177016, 0.086368, 0.344809, 2.429455, 4.644602, 0.021611, 0.036058, 0.281553, 0.975993, 1.250248, 0.086240, 0.452510, 0.528536, 0.584219, 0.537566, 0.451791, 0.069314, 0.350579, 0.255359, 1.072493, 0.212592, 0.017121, 0.017021, 0.429395, 0.426399, 0.054555, 0.138066, 0.692554, 0.498750, 0.050967, 0.714210, 0.728655, 0.007576, 0.015326, 0.034232
ruby, 0.5, 2.0, 1, 0.320378, 0.315267, 0.407475, 0.379011, 0.535553, 1.334957, 0.774008, 0.782189, 0.847726, 0.931150, 0.315727, 0.026816, 0.027579, 0.007776, 0.033637, 0.064533, 1.353433, 0.853542, 1.313793, 0.100972, 1.311883, 1.957471, 1.097705, 1.184961, 2.254296, 0.429210, 1.596756, 5.031454, 6.473441, 0.361763, 0.150965, 0.901387, 7.489794, 3.930130, 0.039387, 0.078155, 0.623884, 2.087074, 2.760375, 0.153825, 1.072823, 1.160189, 1.214833, 1.168698, 1.059676, 0.168952, 0.708527, 0.556429, 2.464310, 0.426309, 0.027664, 0.027797, 0.854043, 0.855510, 0.112851, 0.296646, 1.891615, 0.971668, 0.105262, 1.487352, 1.518336, 0.015589, 0.030739, 0.077259
tioga, 0.5, 0.5, 1, 0.001865, 0.003081, 0.003132, 0.001853, 0.001793, 0.005180, 0.005635, 0.005416, 0.001863, 0.003897, 0.003013, 162.879377, 0.019705, 0.000861, 0.014095, 0.018704, 0.007427, 0.004705, 0.006882, 0.002090, 0.007047, 0.008273, 0.006168, 0.005459, 0.010609, 0.001117, 0.007916, 0.004572, 0.006409, 0.027078, 0.015194, 0.006828, 0.023453, 0.005328, 0.003367, 0.031990, 0.005155, 0.012115, 0.020488, 0.013421, 0.006027, 0.006251, 0.738012, 0.006364, 0.006253, , 0.001937, , 0.007938, 0.001693, 0.013311, , 0.004737, 0.004246, , 0.003664, 0.008782, 0.002327, , , , 0.018464, 0.000580, 0.000759
tioga, 0.5, 1.0, 1, 0.005248, 0.006704, 0.004848, 0.002337, 0.002884, 0.009444, 0.009219, 0.009514, 0.003599, 0.006591, 0.005560, 235.036081, 0.033478, 0.001013, 0.026229, 0.032922, 0.014199, 0.008215, 0.014919, 0.002706, 0.014925, 0.016545, 0.011145, 0.010679, 0.018352, 0.001280, 0.015009, 0.008109, 0.011736, 0.039678, 0.040050, 0.013596, 0.064082, 0.008939, 0.008988, 0.052018, 0.010551, 0.024946, 0.034746, 0.039415, 0.010930, 0.013663, 1.295512, 0.013839, 0.010720, , 0.003969, , 0.013994, 0.003119, 0.013170, , 0.007923, 0.007275, , 0.006361, 0.016271, 0.003890, , , , 0.032306, 0.000754, 0.001402
tioga, 0.5, 2.0, 1, 0.009941, 0.011423, 0.008357, 0.003344, 0.004798, 0.016983, 0.017084, 0.017010, 0.008181, 0.012710, 0.007824, 339.088812, 0.062283, 0.001339, 0.050876, 0.062256, 0.026771, 0.014703, 0.027095, 0.003457, 0.027084, 0.032864, 0.020829, 0.019592, 0.033937, 0.002641, 0.027836, 0.017439, 0.025224, 0.061171, 0.065622, 0.024919, 0.165281, 0.017019, 0.014016, 0.071809, 0.017510, 0.044704, 0.062801, 0.065047, 0.020478, 0.024379, 2.430047, 0.024253, 0.020609, , 0.006617, , 0.025802, 0.005523, 0.013223, , 0.014648, 0.014603, , 0.011564, 0.029547, 0.006782, , , , 0.060542, 0.001339, 0.001797
boraxo, 0.5, 0.5, 72, 0.006866, 0.039455, 0.006061, 0.004162, 0.005069, 0.010000, 0.034821, 0.033136, 0.012408, 0.007051, 0.013965, 2.785129, 0.001550, 0.002777, 0.002984, 0.002023, 0.011867, 0.008732, 0.027132, 0.006349, 0.027236, 0.096623, 0.014863, 0.011427, 0.016712, 0.001558, 0.014670, 0.111638, 0.208414, 0.004338, 0.013711, 0.019890, 0.077227, 0.215961, 0.004294, 0.004009, 0.018460, 0.046287, 0.064712, 0.002157, 0.014175, 0.023997, 0.035739, 0.023924, 0.013951, 0.002125, 0.008837, 0.005394, 0.014911, 0.006230, 0.084521, 0.217268, 0.008764, 0.009692, 0.002172, 0.051215, 0.013021, 0.012496, 0.002349, , , 0.001012, 0.001425, 0.001511
boraxo, 0.5, 0.5, 36, 0.006032, 0.070547, 0.009288, 0.006322, 0.004856, 0.014288, 0.028742, 0.025169, 0.014811, 0.009969, 0.011147, 2.316798, 0.001410, 0.001296, 0.001518, 0.002258, 0.019609, 0.010484, 0.022930, 0.003813, 0.023212, 0.090411, 0.013950, 0.022264, 0.026569, 0.002315, 0.016132, 0.219087, 0.411170, 0.006477, 0.011003, 0.017261, 0.065184, 0.426993, 0.004122, 0.003879, 0.022769, 0.041734, 0.068870, 0.002570, 0.012998, 0.019017, 0.025023, 0.019340, 0.012963, 0.002757, 0.015541, 0.009348, 0.027670, 0.009872, 0.057738, 0.079158, 0.014615, 0.016213, 0.002680, 0.100605, 0.017845, 0.023004, 0.002597, , , 0.000728, 0.001117, 0.001235
boraxo, 0.5, 0.5, 32, 0.005800, 0.078267, 0.009932, 0.006857, 0.004754, 0.015461, 0.026530, 0.022653, 0.014574, 0.010805, 0.010103, 2.227230, 0.001437, 0.000949, 0.001168, 0.002507, 0.021915, 0.010687, 0.021314, 0.003434, 0.021688, 0.059461, 0.013545, 0.023612, 0.029461, 0.002251, 0.017798, 0.248818, 0.464015, 0.007140, 0.011128, 0.016856, 0.061185, 0.481962, 0.004688, 0.004164, 0.022149, 0.039891, 0.068480, 0.002634, 0.012749, 0.017398, 0.022869, 0.017496, 0.012829, 0.002904, 0.017182, 0.010267, 0.031895, 0.010739, 0.044784, 0.069259, 0.016642, 0.018378, 0.002853, 0.112805, 0.019408, 0.025604, 0.002564, , , 0.000645, 0.001049, 0.001120
boraxo, 0.5, 0.5, 18, 0.004620, 0.066337, 0.008750, 0.009127, 0.004280, 0.016187, 0.020550, 0.017957, 0.012544, 0.010776, 0.008132, 1.162786, 0.001337, 0.000674, 0.000958, 0.002205, 0.020733, 0.009149, 0.017922, 0.003693, 0.017874, 0.089735, 0.011168, 0.020789, 0.025805, 0.002335, 0.012965, 0.053485, 0.088670, 0.009805, 0.022253, 0.012553, 0.051569, 0.068552, 0.005329, 0.003263, 0.017721, 0.033171, 0.056067, 0.002407, 0.010138, 0.013947, 0.021999, 0.014310, 0.010198, 0.002724, 0.016416, 0.009551, 0.027693, 0.009450, 0.030741, 0.038061, 0.021703, 0.021438, 0.002580, 0.088423, 0.016769, 0.024816, 0.003417, , , 0.000611, 0.000791, 0.000946
boraxo, 0.5, 0.5, 16, 0.004825, 0.074274, 0.009667, 0.010133, 0.004462, 0.018790, 0.021508, 0.018367, 0.012309, 0.012490, 0.008101, 1.127458, 0.001186, 0.000598, 0.000897, 0.002393, 0.023473, 0.010571, 0.019251, 0.003790, 0.019204, 0.083962, 0.012201, 0.024478, 0.029371, 0.002560, 0.015116, 0.059984, 0.099333, 0.011053, 0.012984, 0.013811, 0.054416, 0.076931, 0.005180, 0.007331, 0.018591, 0.036132, 0.060934, 0.002627, 0.011069, 0.014420, 0.021428, 0.014713, 0.011028, 0.002962, 0.018694, 0.010620, 0.032387, 0.010490, 0.027427, 0.030347, 0.024476, 0.024635, 0.002817, 0.099328, 0.019253, 0.028756, 0.003628, , , 0.000642, 0.000821, 0.000951
boraxo, 0.5, 0.5, 8, 0.007449, 0.146247, 0.017948, 0.019771, 0.007312, 0.031745, 0.030712, 0.022487, 0.020215, 0.022131, 0.011197, 0.932030, 0.001561, 0.000440, 0.000903, 0.003622, 0.053191, 0.024251, 0.030661, 0.005839, 0.032663, 0.053073, 0.031776, 0.048814, 0.069867, 0.004517, 0.048212, 0.118495, 0.197058, 0.017878, 0.005396, 0.023953, 0.088503, 0.152092, 0.002316, 0.002014, 0.028121, 0.061264, 0.104492, 0.004251, 0.031039, 0.025961, 0.032495, 0.026155, 0.031070, 0.005358, 0.036628, 0.021084, 0.080675, 0.020087, 0.015111, 0.005772, 0.047094, 0.047148, 0.005108, 0.197716, 0.047910, 0.053730, 0.006523, , , 0.000816, 0.000844, 0.001525
boraxo, 0.5, 0.5, 4, 0.022782, 0.289505, 0.035560, 0.041134, 0.016274, 0.061529, 0.056615, 0.044749, 0.039096, 0.042996, 0.022194, 0.959506, 0.002920, 0.000649, 0.002317, 0.007019, 0.094105, 0.045932, 0.091943, 0.011245, 0.092068, 0.102067, 0.068906, 0.096780, 0.129294, 0.008963, 0.092026, 0.236357, 0.392324, 0.035315, 0.009545, 0.052536, 0.222594, 0.303891, 0.003066, 0.005493, 0.058345, 0.148148, 0.210075, 0.008913, 0.068586, 0.082685, 0.091856, 0.082829, 0.068707, 0.010499, 0.072555, 0.043023, 0.150548, 0.039866, 0.017370, 0.006757, 0.092347, 0.092448, 0.010119, 0.394810, 0.097648, 0.110962, 0.013375, , , 0.001487, 0.001841, 0.004596
catalyst, 0.5, 0.5, 48, 0.008118, 0.049086, 0.015130, 0.005039, 0.008065, 0.018290, 0.040529, 0.040309, 0.025745, 0.013152, 0.018094, 1.239228, 0.003339, 0.001485, 0.001747, 0.005933, 0.017817, 0.014254, 0.031807, 0.003997, 0.032009, 0.125143, 0.020013, 0.023571, 0.019808, 0.009874, 0.023055, 0.348734, 0.560017, 0.007175, 0.015336, 0.022181, 0.090123, 0.468213, 0.007163, 0.004204, 0.033684, 0.052655, 0.086072, 0.010894, 0.019725, 0.026856, 0.033031, 0.027202, 0.019702, 0.003664, 0.015948, 0.009979, 0.030526, 0.011163, 0.066218, 0.069172, 0.012872, 0.012970, 0.003553, 0.069712, 0.023006, 0.021576, 0.002388, , , 0.000751, 0.001257, 0.001639
catalyst, 0.5, 0.5, 24, 0.010775, 0.090936, 0.027141, 0.008479, 0.012266, 0.029345, 0.051213, 0.051309, 0.022758, 0.020830, 0.024145, 1.076560, 0.005704, 0.000873, 0.001311, 0.010976, 0.029351, 0.021847, 0.042163, 0.003616, 0.042078, 0.107597, 0.026692, 0.043131, 0.032156, 0.018790, 0.031872, 0.695497, 1.117909, 0.012616, 0.022848, 0.027156, 0.119121, 0.913451, 0.006594, 0.003322, 0.035886, 0.069157, 0.122073, 0.020052, 0.028200, 0.036546, 0.035790, 0.036759, 0.026107, 0.005676, 0.029845, 0.018038, 0.049881, 0.019987, 0.035225, 0.031906, 0.023357, 0.023425, 0.005674, 0.137213, 0.035897, 0.040958, 0.003449, , , 0.000682, 0.001331, 0.002182
